"asset_id","report_id","title","type","package_file","source_data","generator_or_model","software","input_sha256","output_sha256","status","notes"
"TAB_6-5","表6-5","ARDG-RGPC代表性回归与工程约束复核","table","05_visuals/final_shared_assets/G-J_completion_assets/ASSET_MANIFEST.json","05_visuals/final_shared_assets/FINAL_ASSET_INDEX.json;05_visuals/final_shared_assets/G-J_completion_assets/ASSET_MANIFEST.json","Word表格；数值按登记来源核对","MWORKS Sysplorer/Syslab/Word","8326962EF553A310575C85E96209C0187C4E278165EA166A16F7C0CE0B7C7E46;3A1E7F36759568EC0C758658BEF67A889D68CE94CA4B9628004CB295D609DD06","","admitted","报告排版表格；包内保留结构化数据或模型来源。"
"TAB_7-1","表7-1","PP-CBF近距离交汇安全收益及任务代价","table","04_results/report_evidence/09_formation_pp_cbf.csv","04_results/report_evidence/09_formation_pp_cbf.csv","Word表格；数值按登记来源复算","MWORKS Syslab/Word","6C2D6AE0F7A0CD06EE8D30A86CAF463A1FC344C6DD1D91420F874DBCA2B359E7","","admitted","报告排版表格；包内保留结构化数据或模型来源。"
"TAB_7-2","表7-2","三机协同与安全监督结果归纳","table","04_results/report_evidence/09_formation_pp_cbf.csv","04_results/report_evidence/09_formation_pp_cbf.csv","Word表格；数值按登记来源复算","MWORKS Syslab/Word","6C2D6AE0F7A0CD06EE8D30A86CAF463A1FC344C6DD1D91420F874DBCA2B359E7","","admitted","报告排版表格；包内保留结构化数据或模型来源。"
"TAB_8-1","表8-1","ARDG-RGPC生成代码、实时性与安全集成验证","table","04_results/report_evidence/02_standard_step_pid_vs_main.csv","04_results/report_evidence/02_standard_step_pid_vs_main.csv;04_results/report_evidence/parameter11_ardg_rgpc_final/summary.json;04_results/report_evidence/parameter_random20_ardg_rgpc_final/statistical_summary.json;05_visuals/final_shared_assets/FINAL_ASSET_INDEX.json","Word表格；数值按登记来源核对","MWORKS Syslab/Word","CE7996FF76749E4DE10A7F717736D040DE68BE1FCFB99C61CD5DE46B61C71EF6;17B57FEF553EAC92A06AB8109FF7BC15D77C7F373D1709A837C0777ED0B8FD2A;6082D9756664F37CCCF343960D39AD2AB5BA72A6594B633D14E56D7F03CFA638;8326962EF553A310575C85E96209C0187C4E278165EA166A16F7C0CE0B7C7E46","","admitted","报告排版表格；包内保留结构化数据或模型来源。"
"TAB_B-1","表B-1","标准化控制器接口与信号顺序","table","MAIN_ALGORITHM.json","08_provenance/machine_contract/MAIN_ALGORITHM_FROZEN.json;01_models/sysblock/A8FormalRAGCACGHTE_20260715.mo","Word表格；数值按登记来源复算","MWORKS Syslab/Word","35988632C341875C7326DBB7D5899127306A7A5B768F7D682FD956DB3DA14048;9C0E784EEA14687C26F9CAE9BC3FBDC9F546492659C56CF12E49BA2C80F7FE0F","","admitted","报告排版表格；包内保留结构化数据或模型来源。"
"TAB_B-2","表B-2","三轴阶跃指标的计算方法","table","02_scripts/syslab/CampaignMetrics.jl","02_scripts/syslab/CampaignMetrics.jl;02_scripts/syslab/CanonicalMetricsV8.jl","Word表格；数值按登记来源复算","MWORKS Syslab/Word","2DEB44774716325D7E40E3DD6A9DC2605541405019528B8AAAE550E4DC8B44D0;E72416BC439220F4BB5C57F0C05E9FA714EBC70EA1D879545313008A9B7D1BDC","","admitted","报告排版表格；包内保留结构化数据或模型来源。"
"TAB_B-3","表B-3","本章模型与PID数据来源","table","01_models/official/QuadrotorModel/package.mo","01_models/official/QuadrotorModel/package.mo;05_visuals/assets/report_sources/data/FIG_2-3__chapter2_pid_baseline_metrics.csv","Word表格；数值按登记来源复算","MWORKS Syslab/Word","B39A8B23665A3B05CF3FAD406744021F0E65541A02D1EF052D2BD10BA7E76352;4A1D492995C9370B008BCB51E2DD43F45057849522286C4334010D0546287318","","admitted","报告排版表格；包内保留结构化数据或模型来源。"
"TAB_C-1","表C-1","五种控制器的主要信号路径","table","00_START_HERE/ALGORITHM_REGISTRY.csv","00_START_HERE/ALGORITHM_REGISTRY.csv;01_models/comparators","Word表格；数值按登记来源复算","MWORKS Syslab/Word","907A31EDF5E742BC2889F86C95F8C0FAEB8B712D1873350CB0E2B17386CC541E;DIRECTORY","","admitted","报告排版表格；包内保留结构化数据或模型来源。"
"TAB_C-2","表C-2","ARDG-RGPC与PP-CBF的端口和诊断信息","table","01_models/sysblock/A8FormalRAGCACGHTE_20260715.mo","01_models/sysblock/A8FormalRAGCACGHTE_20260715.mo;01_models/sysblock/formation/A8FormalFormationPredictiveCBFV5C_20260712.mo","Word表格；数值按登记来源复算","MWORKS Syslab/Word","9C0E784EEA14687C26F9CAE9BC3FBDC9F546492659C56CF12E49BA2C80F7FE0F;FA47DF1C51D5656D14F372929B95AE16321B8E28878ED5931364CEFBBF7336BD","","admitted","报告排版表格；包内保留结构化数据或模型来源。"
"TAB_C-3","表C-3","主要参考来源与团队实现","table","08_provenance/SOURCE_PROVENANCE.csv","08_provenance/SOURCE_PROVENANCE.csv;08_provenance/第三方依赖与来源说明.md","Word表格；数值按登记来源复算","MWORKS Syslab/Word","E5974E1039582E209415D95958E073B8ACECA52920B7488D80392F612E075147;1572EE011ABDF39AE70D05E22BC7B6B3D7EB770E51761AB0E2B80E2CF515381C","","admitted","报告排版表格；包内保留结构化数据或模型来源。"
"TAB_D-1","表D-1","六组复合参数与外扰结果摘要","table","","04_results/report_evidence/10_compound_stress_final.csv","","","D81BD4405FAB5D0645D7078577D8E39BA1A6620A927732F6DEC9B9F2C5883A94","","admitted","报告排版表格；包内保留结构化数据或模型来源。"
